probe	locus
Os.49915.1.A1_at	LOC_Os07g48650
Os.57096.1.S1_at	LOC_Os07g48660
Os.51359.1.S1_at	LOC_Os07g48680
Os.49951.1.S1_at	LOC_Os07g48690
Os.4651.1.S1_at	LOC_Os07g48710
Os.52517.1.S1_at	LOC_Os07g48720
Os.49354.1.S1_at	LOC_Os07g48730
Os.9163.1.S1_at	LOC_Os07g48750
OsAffx.16766.1.S1_at	LOC_Os07g48760
Os.5187.1.S1_at	LOC_Os07g48770
Os.182.1.S1_at	LOC_Os07g48780
Os.13937.1.S1_at	LOC_Os07g48810
Os.10220.1.S1_at	LOC_Os07g48820
Os.2677.1.S1_at	LOC_Os07g48830
Os.31656.1.S1_x_at	LOC_Os07g48840
Os.32634.1.S1_at	LOC_Os07g48870
Os.17676.1.S1_at	LOC_Os07g48880
Os.17676.2.S1_at	LOC_Os07g48880
Os.17676.3.S1_x_at	LOC_Os07g48880
OsAffx.16767.1.S1_at	LOC_Os07g48890
OsAffx.16767.2.S1_x_at	LOC_Os07g48890
Os.16886.1.S1_at	LOC_Os07g48920
Os.47596.1.S1_at	LOC_Os07g48960
Os.24428.1.S1_at	LOC_Os07g48970
Os.7444.1.S1_x_at	LOC_Os07g48970
Os.1479.1.S1_at	LOC_Os07g48980
Os.34478.1.S1_at	LOC_Os07g49000
Os.27285.1.S1_at	LOC_Os07g49010
Os.7312.1.S1_a_at	LOC_Os07g49030
Os.14932.1.S1_at	LOC_Os07g49040
Os.15204.1.S1_at	LOC_Os07g49110
Os.15204.2.S1_x_at	LOC_Os07g49110
Os.34960.1.S1_at	LOC_Os07g49114
Os.144.1.S1_at	LOC_Os07g49150
Os.7039.1.S1_at	LOC_Os07g49210
Os.33799.1.S1_at	LOC_Os07g49230
Os.27462.1.S1_at	LOC_Os07g49240
Os.44781.1.S1_at	LOC_Os07g49260
Os.44779.1.S1_at	LOC_Os07g49300
Os.17623.1.S1_at	LOC_Os07g49310
Os.19304.1.S1_at	LOC_Os07g49320
Os.8107.1.S1_at	LOC_Os07g49330
Os.11557.1.S1_at	LOC_Os07g49360
Os.51101.1.S1_at	LOC_Os07g49370
Os.53339.1.S1_a_at	LOC_Os07g49380
Os.52331.1.A1_at	LOC_Os07g49390
OsAffx.16770.1.S1_at	LOC_Os07g49390
OsAffx.16770.1.S1_x_at	LOC_Os07g49390
Os.12693.1.S1_a_at	LOC_Os07g49400
Os.12693.3.S1_at	LOC_Os07g49400
Os.12693.5.S1_x_at	LOC_Os07g49400
Os.52204.1.S1_at	LOC_Os07g49410
Os.14563.1.S1_at	LOC_Os07g49460
Os.14563.1.S2_at	LOC_Os07g49460
Os.53368.1.S1_at	LOC_Os07g49470
Os.53887.1.S1_at	LOC_Os07g49480
Os.53887.2.S1_x_at	LOC_Os07g49480
OsAffx.28964.1.S1_at	LOC_Os07g49510
Os.13926.1.S1_at	LOC_Os07g49520
Os.53311.1.S1_at	LOC_Os07g49530
Os.53149.1.S1_at	LOC_Os07g49540
OsAffx.28968.1.S1_s_at	LOC_Os08g01030
Os.50424.1.S1_at	LOC_Os08g01040
Os.50424.1.S2_at	LOC_Os08g01040
Os.17519.1.S1_at	LOC_Os08g01054
Os.17519.2.S1_at	LOC_Os08g01054
Os.6337.1.S1_at	LOC_Os08g01070
Os.46922.1.S1_at	LOC_Os08g01080
Os.25169.1.S1_at	LOC_Os08g01090
Os.5767.1.S1_at	LOC_Os08g01100
Os.8012.1.S1_at	LOC_Os08g01140
Os.27612.1.S1_at	LOC_Os08g01150
Os.11033.1.S1_at	LOC_Os08g01180
OsAffx.16772.1.S1_at	LOC_Os08g01190
Os.9488.1.S1_at	LOC_Os08g01220
Os.7969.1.S1_x_at	LOC_Os08g01270
Os.7969.2.S1_at	LOC_Os08g01270
Os.27120.1.S1_at	LOC_Os08g01290
Os.9721.1.S1_at	LOC_Os08g01310
Os.15790.1.S1_at	LOC_Os08g01320
Os.56943.1.S1_at	LOC_Os08g01330
Os.15047.1.S1_s_at	LOC_Os08g01350
Os.34066.1.S1_at	LOC_Os08g01350
Os.20625.1.S1_at	LOC_Os08g01360
Os.20625.1.S1_x_at	LOC_Os08g01360
Os.20625.2.S1_at	LOC_Os08g01360
Os.20625.2.S1_x_at	LOC_Os08g01360
Os.10590.1.S1_s_at	LOC_Os08g01370
Os.12393.2.S1_at	LOC_Os08g01380
Os.12393.2.S1_s_at	LOC_Os08g01380
Os.12393.2.S1_x_at	LOC_Os08g01380
Os.20083.1.S1_at	LOC_Os08g01390
Os.49551.1.S1_at	LOC_Os08g01400
Os.9638.1.S1_at	LOC_Os08g01410
Os.21430.1.S1_at	LOC_Os08g01420
Os.21430.2.S1_at	LOC_Os08g01420
Os.21430.2.S1_x_at	LOC_Os08g01420
Os.18020.1.S1_at	LOC_Os08g01430
Os.50798.1.S1_at	LOC_Os08g01480
Os.15815.1.S1_at	LOC_Os08g01490
Os.53297.1.S1_at	LOC_Os08g01514
Os.23131.1.S1_at	LOC_Os08g01590
OsAffx.28980.1.S1_at	LOC_Os08g01600
Os.18706.1.S1_at	LOC_Os08g01610
Os.18706.1.S1_x_at	LOC_Os08g01610
Os.33584.1.S1_at	LOC_Os08g01610
Os.33584.1.S1_x_at	LOC_Os08g01610
Os.7321.1.S1_at	LOC_Os08g01620
Os.49890.1.S1_at	LOC_Os08g01630
Os.53118.1.S1_at	LOC_Os08g01650
Os.7391.1.S1_at	LOC_Os08g01660
Os.7391.1.S1_x_at	LOC_Os08g01660
Os.5834.1.S1_at	LOC_Os08g01670
OsAffx.5676.1.A1_at	LOC_Os08g01700
OsAffx.5676.1.S1_at	LOC_Os08g01700
OsAffx.28981.1.S1_at	LOC_Os08g01710
Os.6020.1.S1_at	LOC_Os08g01740
Os.8086.1.S1_at	LOC_Os08g01750
Os.11284.1.S1_at	LOC_Os08g01760
Os.11664.1.S1_at	LOC_Os08g01770
Os.15478.1.S1_at	LOC_Os08g01794
Os.56382.1.S1_at	LOC_Os08g01830
Os.7406.1.S1_at	LOC_Os08g01840
Os.5795.1.S1_at	LOC_Os08g01850
Os.10492.1.S1_at	LOC_Os08g01880
Os.14407.1.S1_at	LOC_Os08g01890
Os.27514.1.S1_at	LOC_Os08g01900
Os.5582.1.S1_a_at	LOC_Os08g01930
Os.5582.1.S2_a_at	LOC_Os08g01930
Os.19493.1.S1_at	LOC_Os08g01940
Os.57091.1.S1_at	LOC_Os08g01950
OsAffx.16783.2.S1_at	LOC_Os08g01980
Os.19547.1.S1_at	LOC_Os08g02030
Os.19547.1.S1_x_at	LOC_Os08g02030
Os.14853.1.S1_at	LOC_Os08g02050
Os.5714.1.S1_at	LOC_Os08g02060
Os.10438.1.S1_at	LOC_Os08g02080
Os.12780.1.S1_at	LOC_Os08g02120
Os.6320.1.S1_at	LOC_Os08g02130
Os.10262.1.S1_at	LOC_Os08g02140
Os.52993.1.S1_at	LOC_Os08g02180
OsAffx.5680.1.S1_at	LOC_Os08g02190
Os.55379.1.S1_x_at	LOC_Os08g02204
Os.54829.1.S1_at	LOC_Os08g02220
Os.27067.2.A1_at	LOC_Os08g02230
Os.8696.1.S1_at	LOC_Os08g02250
Os.8696.1.S1_x_at	LOC_Os08g02250
Os.6253.1.S1_a_at	LOC_Os08g02330
OsAffx.28987.1.S1_x_at	LOC_Os08g02330
Os.12280.1.S1_x_at	LOC_Os08g02340
Os.57447.1.S1_x_at	LOC_Os08g02340
OsAffx.28988.1.S1_at	LOC_Os08g02350
Os.47354.1.A1_at	LOC_Os08g02360
Os.27951.1.S1_at	LOC_Os08g02370
Os.18328.1.S1_s_at	LOC_Os08g02380
OsAffx.16789.1.S1_at	LOC_Os08g02380
Os.27914.1.S1_at	LOC_Os08g02390
OsAffx.16790.1.S1_s_at	LOC_Os08g02400
Os.15168.1.S1_at	LOC_Os08g02410
Os.8701.1.S1_at	LOC_Os08g02420
Os.52478.1.S1_at	LOC_Os08g02440
Os.8367.1.S1_at	LOC_Os08g02490
OsAffx.28989.1.S1_s_at	LOC_Os08g02520
Os.56279.1.S1_at	LOC_Os08g02540
Os.33735.1.S1_at	LOC_Os08g02550
OsAffx.5683.1.S1_x_at	LOC_Os08g02550
Os.51086.1.S1_x_at	LOC_Os08g02630
Os.5499.2.S1_at	LOC_Os08g02640
Os.5499.3.S1_a_at	LOC_Os08g02640
Os.5499.4.S1_x_at	LOC_Os08g02640
Os.5499.5.A1_at	LOC_Os08g02640
Os.6822.1.S1_at	LOC_Os08g02670
Os.7459.1.S1_at	LOC_Os08g02690
Os.10579.1.S1_at	LOC_Os08g02700
Os.13618.1.S1_at	LOC_Os08g02840
Os.19019.1.S1_a_at	LOC_Os08g02850
Os.27452.1.S1_at	LOC_Os08g02860
Os.27306.1.S1_at	LOC_Os08g02904
Os.27306.2.S1_at	LOC_Os08g02904
Os.49190.1.S1_at	LOC_Os08g02950
Os.6360.1.S1_at	LOC_Os08g02996
Os.6360.2.S1_x_at	LOC_Os08g02996
Os.50872.1.S1_at	LOC_Os08g03020
Os.12168.2.S1_s_at	LOC_Os08g03290
Os.23145.1.S1_at	LOC_Os08g03310
Os.12048.1.S1_at	LOC_Os08g03350
Os.11683.1.S1_at	LOC_Os08g03360
OsAffx.16806.1.S1_at	LOC_Os08g03360
Os.53197.1.S1_at	LOC_Os08g03370
Os.11415.1.S1_at	LOC_Os08g03380
Os.12068.1.S1_at	LOC_Os08g03390
Os.12816.1.S1_at	LOC_Os08g03410
Os.52799.1.S1_at	LOC_Os08g03420
Os.52799.2.S1_at	LOC_Os08g03420
Os.19307.1.S1_at	LOC_Os08g03430
Os.54327.1.S1_at	LOC_Os08g03440
Os.55728.1.S1_at	LOC_Os08g03470
Os.54054.1.S1_x_at	LOC_Os08g03520
Os.23881.1.A1_at	LOC_Os08g03550
OsAffx.29015.1.S1_s_at	LOC_Os08g03550
Os.54141.1.S1_at	LOC_Os08g03560
Os.5729.1.S1_at	LOC_Os08g03570
Os.12420.2.S1_a_at	LOC_Os08g03579
Os.12420.2.S1_x_at	LOC_Os08g03579
Os.12420.3.S1_at	LOC_Os08g03579
OsAffx.29016.1.S1_at	LOC_Os08g03600
Os.52256.1.S1_at	LOC_Os08g03630
Os.12290.1.S1_at	LOC_Os08g03640
Os.10429.1.S1_at	LOC_Os08g03650
Os.12605.1.S1_s_at	LOC_Os08g03670
Os.52441.1.S1_at	LOC_Os08g03676
Os.49633.1.S1_at	LOC_Os08g03682
Os.16607.1.S1_at	LOC_Os08g03690
OsAffx.9194.2.S1_at	LOC_Os08g03710
Os.57297.1.S1_at	LOC_Os08g03825
OsAffx.16816.1.S1_at	LOC_Os08g03830
Os.57377.1.S1_at	LOC_Os08g03850
OsAffx.16817.1.S1_at	LOC_Os08g03860
Os.40401.1.A1_x_at	LOC_Os08g03870
Os.23300.1.S1_at	LOC_Os08g03880
OsAffx.16818.1.S1_at	LOC_Os08g03890
OsAffx.16819.1.S1_at	LOC_Os08g03900
Os.18510.1.S1_at	LOC_Os08g03990
Os.52271.1.S1_at	LOC_Os08g04090
Os.48856.1.S1_at	LOC_Os08g04110
Os.27253.1.A1_at	LOC_Os08g04120
Os.51918.1.S1_at	LOC_Os08g04130
Os.56353.1.S1_at	LOC_Os08g04140
Os.26790.1.S1_at	LOC_Os08g04170
Os.13900.1.S1_at	LOC_Os08g04180
Os.57472.1.A1_at	LOC_Os08g04180
Os.57472.1.S1_x_at	LOC_Os08g04180
Os.12216.2.S1_a_at	LOC_Os08g04210
Os.6113.1.S1_at	LOC_Os08g04230
Os.2227.1.S1_at	LOC_Os08g04240
Os.8838.2.S1_at	LOC_Os08g04250
Os.18661.1.S1_at	LOC_Os08g04270
Os.52196.1.S1_at	LOC_Os08g04280
Os.23207.1.S1_at	LOC_Os08g04340
OsAffx.29025.1.S1_at	LOC_Os08g04360
Os.18333.1.S1_at	LOC_Os08g04390
Os.50227.1.S1_at	LOC_Os08g04400
OsAffx.16824.1.S1_at	LOC_Os08g04420
Os.9748.1.S1_at	LOC_Os08g04440
Os.9748.2.S1_x_at	LOC_Os08g04440
Os.5754.1.S1_at	LOC_Os08g04450
Os.9162.1.S1_at	LOC_Os08g04460
Os.54040.1.S1_at	LOC_Os08g04470
OsAffx.5699.1.S1_at	LOC_Os08g04470
OsAffx.5702.1.S1_s_at	LOC_Os08g04560
Os.27768.1.S1_at	LOC_Os08g04620
Os.34139.1.S1_at	LOC_Os08g04630
OsAffx.5706.1.A1_at	LOC_Os08g04690
Os.7610.1.S1_a_at	LOC_Os08g04780
Os.8351.1.S1_at	LOC_Os08g04790
Os.6057.1.A1_at	LOC_Os08g04810
Os.14088.1.S1_at	LOC_Os08g04830
OsAffx.16831.1.S1_at	LOC_Os08g04830
Os.11458.1.S1_at	LOC_Os08g04840
Os.18581.1.S1_at	LOC_Os08g04920
Os.8747.2.S1_at	LOC_Os08g05280
Os.27438.1.S1_a_at	LOC_Os08g05320
Os.27438.2.S1_x_at	LOC_Os08g05320
Os.50607.1.S1_at	LOC_Os08g05470
Os.56230.1.S1_at	LOC_Os08g05480
Os.10261.1.S1_at	LOC_Os08g05490
OsAffx.27508.78.S1_s_at	LOC_Os08g05510
OsAffx.16839.1.S1_at	LOC_Os08g05530
OsAffx.16839.1.S1_s_at	LOC_Os08g05530
OsAffx.5717.1.S1_at	LOC_Os08g05540
Os.36897.1.A1_at	LOC_Os08g05550
Os.53532.1.S1_at	LOC_Os08g05560
Os.10774.1.S1_at	LOC_Os08g05570
OsAffx.16840.1.S1_at	LOC_Os08g05580
OsAffx.16841.1.S1_at	LOC_Os08g05600
Os.10200.1.S1_at	LOC_Os08g05620
Os.18267.1.S1_at	LOC_Os08g05630
Os.8813.1.S1_s_at	LOC_Os08g05640
Os.25510.1.S1_at	LOC_Os08g05650
Os.12311.2.S1_at	LOC_Os08g05660
Os.52212.1.S1_at	LOC_Os08g05670
Os.17179.1.A1_at	LOC_Os08g05750
OsAffx.29053.1.S1_at	LOC_Os08g05750
Os.9594.1.S1_at	LOC_Os08g05780
Os.24052.1.S1_at	LOC_Os08g05790
Os.24052.1.S1_x_at	LOC_Os08g05790
OsAffx.5720.1.S1_at	LOC_Os08g05790
Os.40427.1.A1_s_at	LOC_Os08g05830
Os.54032.1.S1_at	LOC_Os08g05830
Os.21861.1.S1_at	LOC_Os08g05840
OsAffx.17522.1.S1_at	LOC_Os08g05870
Os.11715.2.S1_x_at	LOC_Os08g05880
Os.18138.1.S1_at	LOC_Os08g05890
Os.7458.1.S1_a_at	LOC_Os08g05910
Os.36679.1.S1_at	LOC_Os08g05940
OsAffx.18625.2.S1_at	LOC_Os08g05940
OsAffx.18625.2.S1_x_at	LOC_Os08g05940
Os.11885.1.S1_at	LOC_Os08g06010
Os.22692.1.S1_at	LOC_Os08g06020
Os.11517.1.S1_at	LOC_Os08g06040
Os.18022.1.S1_at	LOC_Os08g06050
Os.18022.2.S1_at	LOC_Os08g06050
Os.18022.2.S1_x_at	LOC_Os08g06050
OsAffx.29059.1.S1_s_at	LOC_Os08g06060
Os.48069.1.S1_at	LOC_Os08g06070
Os.55469.1.S1_s_at	LOC_Os08g06090
Os.11202.1.S1_at	LOC_Os08g06100
Os.10901.1.S1_a_at	LOC_Os08g06110
Os.35855.1.S1_at	LOC_Os08g06130
Os.35855.2.S1_x_at	LOC_Os08g06130
Os.8787.1.S1_a_at	LOC_Os08g06140
Os.8787.1.S1_at	LOC_Os08g06140
Os.8787.2.S1_x_at	LOC_Os08g06140
Os.32498.1.S1_at	LOC_Os08g06170
Os.33271.1.S1_a_at	LOC_Os08g06200
Os.33271.2.S1_x_at	LOC_Os08g06200
Os.53407.1.S1_at	LOC_Os08g06210
Os.53407.1.S1_x_at	LOC_Os08g06210
OsAffx.10682.1.S1_x_at	LOC_Os08g06220
Os.27552.1.S1_a_at	LOC_Os08g06230
Os.11238.1.S1_at	LOC_Os08g06240
Os.7243.1.S1_s_at	LOC_Os08g06250
Os.12372.1.S1_s_at	LOC_Os08g06280
Os.12372.2.S1_x_at	LOC_Os08g06280
Os.40426.1.S1_at	LOC_Os08g06280
Os.40426.1.S1_x_at	LOC_Os08g06280
Os.30245.1.S1_at	LOC_Os08g06320
Os.43170.1.S1_at	LOC_Os08g06330
Os.24620.1.S1_at	LOC_Os08g06344
Os.24620.1.S2_a_at	LOC_Os08g06344
Os.9040.1.S1_at	LOC_Os08g06360
OsAffx.16854.1.S1_s_at	LOC_Os08g06370
Os.9709.2.S1_at	LOC_Os08g06380
Os.4924.1.S1_at	LOC_Os08g06420
Os.4732.1.S1_at	LOC_Os08g06430
Os.43159.1.S1_at	LOC_Os08g06460
Os.47365.1.S1_x_at	LOC_Os08g06470
Os.49971.1.A1_at	LOC_Os08g06470
Os.15438.1.S1_at	LOC_Os08g06480
Os.31710.1.S1_at	LOC_Os08g06490
OsAffx.5723.2.S1_x_at	LOC_Os08g06500
Os.46608.1.A1_at	LOC_Os08g06520
Os.46608.1.A1_s_at	LOC_Os08g06520
Os.46608.1.A1_x_at	LOC_Os08g06520
Os.8869.1.S1_at	LOC_Os08g06520
Os.8869.1.S1_x_at	LOC_Os08g06520
Os.8000.1.S1_at	LOC_Os08g06530
Os.12390.1.S1_at	LOC_Os08g06550
Os.36139.1.S1_at	LOC_Os08g06600
OsAffx.16857.1.S1_s_at	LOC_Os08g06620
Os.3407.1.S1_a_at	LOC_Os08g06630
Os.17547.1.S1_at	LOC_Os08g06640
OsAffx.9796.1.S1_x_at	LOC_Os08g06640
OsAffx.16861.1.S1_at	LOC_Os08g06770
Os.50220.1.S1_at	LOC_Os08g06800
Os.57048.1.S1_at	LOC_Os08g06930
OsAffx.16864.1.S1_at	LOC_Os08g06930
Os.6416.1.A1_s_at	LOC_Os08g06940
OsAffx.16865.1.S1_x_at	LOC_Os08g07010
Os.51132.1.S1_at	LOC_Os08g07060
OsAffx.5729.1.S1_at	LOC_Os08g07070
Os.52466.1.S1_at	LOC_Os08g07280
Os.57432.1.S1_a_at	LOC_Os08g07290
Os.53790.1.S1_at	LOC_Os08g07300
Os.6557.1.S1_s_at	LOC_Os08g07300
OsAffx.29076.1.S1_s_at	LOC_Os08g07300
Os.8936.1.S1_at	LOC_Os08g07390
OsAffx.16875.1.S1_x_at	LOC_Os08g07390
Os.22305.1.S1_at	LOC_Os08g07400
Os.53189.1.S1_at	LOC_Os08g07430
Os.10323.1.S1_at	LOC_Os08g07440
Os.6294.1.S1_at	LOC_Os08g07540
Os.5300.1.S1_at	LOC_Os08g07550
Os.51406.1.S1_at	LOC_Os08g07690
OsAffx.29087.1.S1_x_at	LOC_Os08g07720
OsAffx.16883.1.S1_x_at	LOC_Os08g07730
Os.49150.1.S1_at	LOC_Os08g07760
OsAffx.16884.1.S1_at	LOC_Os08g07790
Os.27849.1.S1_at	LOC_Os08g07830
Os.15037.1.S2_at	LOC_Os08g07840
Os.15037.2.S1_at	LOC_Os08g07840
Os.52545.1.S1_at	LOC_Os08g07880
Os.12668.1.S1_s_at	LOC_Os08g07890
Os.15548.1.S1_at	LOC_Os08g07960
Os.20077.1.S1_at	LOC_Os08g07970
Os.9252.1.S1_at	LOC_Os08g08000
OsAffx.5745.1.S1_x_at	LOC_Os08g08000
OsAffx.29094.1.S1_at	LOC_Os08g08020
Os.12091.1.S1_at	LOC_Os08g08040
Os.47992.1.S1_at	LOC_Os08g08050
Os.5348.1.S1_at	LOC_Os08g08060
Os.27398.1.S1_at	LOC_Os08g08080
Os.51507.1.S1_at	LOC_Os08g08084
Os.55321.1.S1_at	LOC_Os08g08090
Os.5402.1.S1_at	LOC_Os08g08110
Os.11132.1.S1_s_at	LOC_Os08g08120
OsAffx.16890.1.S1_x_at	LOC_Os08g08140
Os.6771.1.S1_s_at	LOC_Os08g08190
Os.21877.1.S1_at	LOC_Os08g08200
Os.18478.1.S1_at	LOC_Os08g08210
Os.33780.1.S1_a_at	LOC_Os08g08220
Os.33780.2.S1_x_at	LOC_Os08g08220
Os.6245.1.S1_s_at	LOC_Os08g08230
OsAffx.16896.1.S1_at	LOC_Os08g08420
OsAffx.16897.1.S1_at	LOC_Os08g08430
OsAffx.29101.1.S1_at	LOC_Os08g08440
Os.49356.1.S1_at	LOC_Os08g08570
Os.27362.1.S1_at	LOC_Os08g08592
Os.27362.1.S2_at	LOC_Os08g08592
Os.39960.1.S1_at	LOC_Os08g08680
OsAffx.29106.1.S1_at	LOC_Os08g08690
Os.11988.1.S1_at	LOC_Os08g08820
Os.9520.1.S1_at	LOC_Os08g08830
Os.4078.1.S1_at	LOC_Os08g08840
Os.14866.1.S1_at	LOC_Os08g08860
Os.1853.1.S1_at	LOC_Os08g08960
Os.2210.1.S1_at	LOC_Os08g08970
Os.2209.1.S1_at	LOC_Os08g08980
Os.2211.1.S1_at	LOC_Os08g09010
Os.23557.1.A1_at	LOC_Os08g09040
Os.2321.1.S1_at	LOC_Os08g09060
Os.11850.1.S1_at	LOC_Os08g09100
OsAffx.16910.1.S1_at	LOC_Os08g09170
OsAffx.5756.1.S1_at	LOC_Os08g09180
Os.6200.1.S1_at	LOC_Os08g09190
Os.10193.1.S1_at	LOC_Os08g09200
Os.8635.1.S1_at	LOC_Os08g09210
Os.13777.1.S1_at	LOC_Os08g09230
Os.14006.1.S1_at	LOC_Os08g09230
Os.7698.1.S1_at	LOC_Os08g09240
Os.7835.1.S1_a_at	LOC_Os08g09250
OsAffx.16912.1.S1_at	LOC_Os08g09260
Os.14496.1.S1_at	LOC_Os08g09270
Os.10980.1.S1_at	LOC_Os08g09300
OsAffx.16913.1.S1_x_at	LOC_Os08g09310
OsAffx.5759.1.S1_at	LOC_Os08g09320
Os.12425.1.S1_at	LOC_Os08g09340
Os.5313.1.S1_at	LOC_Os08g09350
Os.6241.1.S1_at	LOC_Os08g09370
OsAffx.29116.2.S1_at	LOC_Os08g09380
OsAffx.29118.1.S1_at	LOC_Os08g09460
Os.50702.1.S1_at	LOC_Os08g09670
OsAffx.29121.1.S1_at	LOC_Os08g09670
Os.37238.1.S1_at	LOC_Os08g09690
Os.56260.1.S1_at	LOC_Os08g09710
Os.56260.1.S1_x_at	LOC_Os08g09710
Os.51875.1.S1_at	LOC_Os08g09740
Os.52859.1.S1_at	LOC_Os08g09750
Os.18985.1.S1_at	LOC_Os08g09760
Os.54326.1.S1_at	LOC_Os08g09890
Os.26946.1.S1_at	LOC_Os08g09900
Os.52269.1.S1_at	LOC_Os08g09910
Os.40034.1.A1_s_at	LOC_Os08g09920
Os.54846.1.S1_at	LOC_Os08g09920
Os.54846.1.S1_s_at	LOC_Os08g09920
Os.54846.1.S1_x_at	LOC_Os08g09920
OsAffx.29124.1.S1_at	LOC_Os08g09920
Os.5295.1.S1_at	LOC_Os08g10010
Os.7962.1.S1_a_at	LOC_Os08g10020
Os.15367.1.S1_at	LOC_Os08g10030
Os.27059.1.S1_at	LOC_Os08g10070
OsAffx.5772.1.S1_s_at	LOC_Os08g10130
Os.52458.1.S2_at	LOC_Os08g10244
OsAffx.5776.1.S1_at	LOC_Os08g10290
OsAffx.5776.1.S1_x_at	LOC_Os08g10290
Os.27144.1.S1_at	LOC_Os08g10300
Os.14862.1.S1_a_at	LOC_Os08g10320
Os.14862.1.S1_s_at	LOC_Os08g10320
Os.37607.1.A1_at	LOC_Os08g10340
Os.14108.1.S1_at	LOC_Os08g10350
Os.6198.1.S1_at	LOC_Os08g10410
Os.49897.1.S1_at	LOC_Os08g10430
OsAffx.29134.1.S1_at	LOC_Os08g10440
Os.5801.1.S1_at	LOC_Os08g10450
Os.7442.2.S1_s_at	LOC_Os08g10470
OsAffx.29135.1.S1_at	LOC_Os08g10480
Os.11331.1.S1_at	LOC_Os08g10500
Os.19524.1.S1_at	LOC_Os08g10510
Os.17644.1.S1_at	LOC_Os08g10550
Os.15538.1.S1_at	LOC_Os08g10570
Os.53222.1.S1_at	LOC_Os08g10580
Os.27409.1.A1_at	LOC_Os08g10590
OsAffx.29136.1.S1_x_at	LOC_Os08g10590
Os.8341.1.S1_at	LOC_Os08g10600
Os.9287.1.S1_at	LOC_Os08g10608
Os.54471.1.S1_at	LOC_Os08g10630
Os.23567.1.S1_at	LOC_Os08g10649
Os.54821.1.S1_at	LOC_Os08g10670
Os.52305.1.S1_at	LOC_Os08g10740
OsAffx.29152.1.S1_s_at	LOC_Os08g11450
Os.53418.1.S1_at	LOC_Os08g11470
Os.50425.1.S1_at	LOC_Os08g11480
Os.14675.1.S1_x_at	LOC_Os08g12430
Os.14675.2.S1_at	LOC_Os08g12430
Os.10623.1.S1_x_at	LOC_Os08g12449
Os.10623.2.S1_a_at	LOC_Os08g12449
OsAffx.5795.1.S1_at	LOC_Os08g12680
OsAffx.16963.1.S1_at	LOC_Os08g12740
Os.12331.1.S1_at	LOC_Os08g12750
Os.7188.1.S1_at	LOC_Os08g12760
Os.25324.1.A1_at	LOC_Os08g12780
Os.25324.2.S1_at	LOC_Os08g12780
OsAffx.16965.1.S1_x_at	LOC_Os08g12780
Os.15239.1.S1_at	LOC_Os08g12820
Os.47868.1.S1_at	LOC_Os08g12840
OsAffx.29165.1.S1_at	LOC_Os08g12840
Os.11196.1.S1_at	LOC_Os08g12850
OsAffx.29166.1.S1_at	LOC_Os08g12850
Os.51189.1.S1_at	LOC_Os08g13014
Os.53261.1.S1_at	LOC_Os08g13060
Os.12333.1.S1_at	LOC_Os08g13070
Os.52143.1.S1_at	LOC_Os08g13270
Os.5653.1.S1_at	LOC_Os08g13320
Os.48839.1.S1_at	LOC_Os08g13350
Os.27001.3.A1_a_at	LOC_Os08g13360
OsAffx.16975.1.S1_at	LOC_Os08g13360
Os.55149.1.S1_at	LOC_Os08g13390
Os.27483.1.S1_at	LOC_Os08g13440
Os.20337.1.S1_x_at	LOC_Os08g13460
Os.47393.1.S1_at	LOC_Os08g13469
Os.50253.1.S1_at	LOC_Os08g13630
Os.50253.2.S1_x_at	LOC_Os08g13630
OsAffx.5804.1.S1_at	LOC_Os08g13640
OsAffx.5805.1.S1_at	LOC_Os08g13670
Os.33800.1.S1_at	LOC_Os08g13680
Os.4880.1.S1_at	LOC_Os08g13690
Os.18665.1.S1_at	LOC_Os08g13699
OsAffx.16983.1.S1_at	LOC_Os08g13780
OsAffx.16984.1.S1_at	LOC_Os08g13800
Os.56197.1.S1_at	LOC_Os08g13910
Os.12288.1.S1_at	LOC_Os08g13920
Os.39123.1.S1_at	LOC_Os08g14070
Os.8582.1.S1_at	LOC_Os08g14109
Os.23174.1.S1_at	LOC_Os08g14200
Os.23174.1.S1_s_at	LOC_Os08g14200
OsAffx.16990.1.S1_at	LOC_Os08g14200
OsAffx.29192.1.S1_at	LOC_Os08g14220
OsAffx.29194.1.S1_at	LOC_Os08g14320
Os.39978.1.S1_at	LOC_Os08g14330
Os.55633.1.A1_at	LOC_Os08g14360
Os.5613.1.S1_s_at	LOC_Os08g14440
Os.5613.2.S1_x_at	LOC_Os08g14440
Os.49256.1.S1_at	LOC_Os08g14490
Os.27682.1.S1_at	LOC_Os08g14570
Os.6287.1.S1_at	LOC_Os08g14580
OsAffx.5817.1.S1_at	LOC_Os08g14600
Os.19942.1.S1_at	LOC_Os08g14620
Os.22829.1.S1_at	LOC_Os08g14640
Os.53445.1.S1_at	LOC_Os08g14660
Os.53445.1.S2_at	LOC_Os08g14660
Os.36736.1.S1_x_at	LOC_Os08g14690
OsAffx.16999.1.S1_at	LOC_Os08g14710
Os.52921.1.S1_at	LOC_Os08g14760
Os.9720.1.S1_at	LOC_Os08g14770
Os.53682.1.S1_at	LOC_Os08g14850
Os.15199.1.S1_at	LOC_Os08g14860
Os.21862.1.S1_at	LOC_Os08g14880
Os.49824.1.S1_at	LOC_Os08g15020
Os.4639.1.S1_at	LOC_Os08g15030
Os.13891.1.S1_at	LOC_Os08g15040
